Daftar titik yang dibangkitkan :

(-130.56, 966.62, 931.35, 99.47, 156.34, 758.73, -932.37),
(70.78, 132.13, 7.32, 629.1, -534.34, 713.27, 113.68),
(-890.01, 576.13, -693.59, 147.08, -974.94, -580.66, -43.66),
(343.05, -828.29, -207.38, 270.56, -769.47, -463.07, -714.27),
(-28.45, -502.46, 830.46, 335.8, 744.95, 615.45, -652.09),
(-375.61, 316.66, -244.47, 594.56, -556.99, -675.15, -958.24),
(679.18, 977.57, 491.87, -809.46, -45.79, -73.41, 353.45),
(802.41, -452.87, -997.01, 687.07, 935.0, -518.34, -433.05),
(667.15, 311.27, 693.88, -523.41, 455.96, -612.98, 357.25),
(438.73, -973.28, -222.93, -601.89, -315.04, -477.98, 877.19),
(-932.33, -645.75, 615.7, 214.06, 393.65, 275.59, -657.82),
(-865.68, -415.85, -920.06, -248.29, 545.17, -210.92, -601.75),
(-227.14, 841.49, 294.69, -414.31, -158.08, 472.61, 206.23),
(-454.12, -909.83, -979.9, -265.04, -478.28, -812.11, -294.5),
(987.02, -529.47, -95.65, -177.57, -535.79, 551.42, -212.81),
(732.0, 490.19, 619.54, -479.2, -280.64, 757.12, -59.9),
(240.66, -300.33, 415.67, -332.3, 594.99, -68.55, -592.92),
(84.99, -647.14, -855.9, -584.14, 777.66, 678.12, -593.52),
(270.02, 683.22, 629.3, 102.39, -686.03, -734.34, 222.31),
(-883.57, 321.04, 14.87, 170.07, 376.76, 118.0, -954.93),
(-145.97, -99.29, 808.08, -489.09, -299.81, -691.55, -798.69),
(4.96, -790.81, 56.1, -811.44, -468.69, 69.72, -680.61),
(-590.32, 485.73, -275.99, -817.71, 76.08, 384.62, 127.55),
(858.16, -986.02, -191.39, 973.38, 852.85, 739.1, -583.79),
(-300.75, 715.35, 605.79, 242.97, 574.0, -535.32, 235.27),
(40.99, -334.98, 435.12, -164.96, 243.43, -772.44, 496.92),
(399.74, 768.43, -842.7, 282.4, 135.2, -233.46, 448.3),
(-854.44, 150.09, -328.9, -380.66, -972.74, 502.45, 355.24),
(809.3, -979.8, -1.21, 224.06, -998.63, -714.71, 786.71),
(-756.39, -565.53, -195.22, 639.55, 832.72, -174.67, -560.09),
(638.09, -601.29, 523.01, -330.66, 696.12, 983.58, -238.45),
(965.84, 342.52, 616.27, -933.55, 775.71, -56.73, -738.14),
(101.84, 352.7, -153.4, -222.83, -978.2, 268.22, -850.22),
(-204.55, 86.14, 102.06, 660.95, 838.58, -140.14, -969.41),
(427.86, 914.67, -900.12, -941.57, -58.83, -664.96, -902.24),
(592.39, 342.63, 936.44, 443.99, -38.44, 41.53, 602.95),
(665.25, 852.48, -397.89, 199.16, 987.23, 215.22, -266.38),
(264.85, 152.26, -943.32, 487.09, 333.52, 951.47, -423.93),
(-360.82, -673.78, 853.91, -798.2, -230.23, -259.51, -729.26),
(-816.27, 281.3, -817.63, 501.34, 603.71, -91.02, -976.98),
(282.17, -688.69, -190.77, 839.78, -34.98, -147.1, 728.28),
(686.48, -151.02, -569.82, 339.41, 431.51, -495.86, -642.91),
(-801.18, -105.48, -49.96, -764.92, -472.01, 476.42, 332.57),
(966.71, 906.11, -566.01, 777.89, -185.2, -519.61, 310.79),
(809.02, -770.01, 787.58, 24.07, -197.63, -270.34, 974.96),
(983.98, -204.62, -965.12, -23.05, 31.18, 768.22, 276.3),
(227.94, 987.0, -356.85, 296.83, 660.68, -420.4, 219.45),
(684.14, -16.09, 19.32, 563.98, -188.56, 831.82, 538.71),
(-918.04, 595.18, 712.22, 38.72, 74.66, 425.61, 587.46),
(-70.59, -910.38, 830.43, -710.78, 666.22, 173.4, -226.67),
(462.3, -8.36, -276.15, -955.43, 899.88, -911.88, -929.48),
(338.88, 578.41, 491.86, -339.44, 330.59, -201.26, -624.44),
(-367.04, -94.34, 607.33, -937.67, 950.35, 235.12, -355.71),
(-157.7, 236.15, -828.39, 626.22, -949.24, 804.46, -471.61),
(-32.22, -714.08, 561.6, 188.15, -676.44, -321.07, 116.38),
(-833.59, 800.4, -1.12, -550.17, 50.21, 224.37, 887.15),
(224.58, 950.34, -131.09, -564.03, 712.13, -602.15, 104.64),
(196.9, -122.52, 936.21, 644.78, -638.52, 932.01, -846.12),
(502.42, -316.92, 108.25, -859.29, 490.9, -997.9, 236.51),
(-185.83, 119.77, 888.48, 999.83, 360.15, -437.77, -865.35),
(184.08, -549.42, 947.6, 259.79, 321.45, 982.88, 373.44),
(259.07, -81.12, -389.37, -828.69, -654.88, -218.98, -987.87),
(346.34, -290.38, 675.75, 344.2, 614.06, -44.57, -132.45),
(385.95, -595.89, 755.33, -904.54, 593.42, 915.31, -140.78),
(-446.13, -85.89, -873.27, -162.19, -729.96, -257.11, -543.17),
(-11.43, 10.31, 110.04, 314.04, -272.67, -7.17, -262.8),
(537.71, 85.28, 479.95, 206.65, 877.1, -499.67, -825.03),
(-68.48, -199.47, -649.62, 715.84, 299.84, -897.16, -691.32),
(719.37, -269.77, -116.03, -502.93, -580.23, 644.78, -334.5),
(-298.45, -620.53, 22.67, 400.16, -567.72, 384.6, 728.38),
(311.82, -68.16, -197.75, 161.25, -813.17, 501.85, -100.72),
(203.91, 302.57, -169.56, 927.71, -168.75, -131.13, 709.87),
(256.0, -826.89, -634.0, 30.26, -242.91, -981.02, -131.51),
(-105.57, -602.51, 127.62, 66.7, -203.31, 354.75, 234.81),
(-352.81, -409.43, -407.81, 448.72, -502.04, 218.73, 849.95),
(844.22, -78.16, 212.09, -728.27, -84.27, 564.71, 432.11),
(-205.65, 939.39, -101.33, -464.36, -601.57, -684.06, -398.16),
(202.89, -692.4, 11.7, -401.25, -364.29, 274.41, -145.16),
(255.41, -467.14, -53.13, 623.48, 669.11, -308.88, -908.95),
(865.73, -799.54, -912.33, -641.78, -7.74, 261.18, -746.42),
(-58.9, 277.56, 699.66, 171.8, 264.75, -168.81, -198.28),
(372.63, 748.91, 157.03, 748.35, -634.33, 328.32, 698.29),
(52.05, 637.91, 819.72, -129.84, 793.21, -468.46, 441.76),
(-145.24, 696.11, -537.86, 709.18, -515.2, 740.72, -517.52),
(-512.3, -628.51, -935.32, -613.81, -656.82, -757.84, -731.56),
(920.0, -932.56, 958.82, 346.01, -128.7, 498.41, 779.94),
(-885.26, -857.13, 878.25, -465.75, 30.56, 217.22, 313.55),
(158.78, -993.81, 858.58, -791.92, -768.38, -619.72, -279.8),
(265.2, 40.54, 824.85, 525.8, 302.92, -838.65, 449.2),
(-376.14, -128.64, -441.23, -378.04, -853.76, -778.77, 761.01),
(106.47, 157.64, 351.05, 612.02, -917.95, 240.87, 738.15),
(-101.37, 83.66, 290.43, -733.96, 381.87, -786.47, -723.06),
(-51.3, 480.47, 281.38, 705.09, 163.68, 3.66, -674.72),
(-349.24, -586.49, 74.71, 181.44, 511.69, -713.18, -43.78),
(-66.47, -59.69, -310.29, -42.13, 134.36, 100.11, 145.15),
(-613.18, 655.36, 569.94, 439.32, -892.96, -667.73, 185.12),
(-737.44, 142.82, -875.44, -849.58, -412.6, 503.12, -507.92),
(972.05, 733.61, 779.4, 170.93, -232.95, -388.34, 812.86),
(331.2, 666.25, 950.31, 268.6, 843.96, 784.96, -508.78),
(-956.88, -909.0, -476.28, -853.69, 594.63, -622.47, -464.47),
(-341.35, -801.31, 321.97, -925.36, -720.58, -386.63, 706.31),
(648.57, 76.19, -62.83, 643.37, -800.13, 392.31, 839.99),
(-581.36, -855.54, -586.88, -936.54, -677.07, 994.23, -294.94),
(411.05, 382.06, -537.32, 66.44, 627.3, -531.95, -263.81),
(-277.95, -71.66, 775.71, 100.42, -524.53, -963.31, 736.24),
(114.1, 670.2, 710.82, 303.49, -364.12, -365.09, 526.64),
(-350.71, -723.16, -254.45, 999.79, -89.21, 99.95, -203.04),
(-513.39, -670.15, -291.59, -693.72, -709.84, 842.29, 70.99),
(464.93, -313.16, -397.81, -560.67, -34.18, -320.03, -707.96),
(-251.21, 278.3, -773.65, 860.89, 599.76, 216.49, -912.92),
(577.23, 377.58, -302.26, 181.55, 92.18, 304.78, 867.75),
(966.84, 191.55, -299.77, -787.42, 942.49, -459.34, 735.24),
(346.36, 524.71, 716.54, 478.87, -686.34, 801.42, 872.84),
(757.93, 296.81, 541.8, 346.65, 292.24, 29.55, 781.1),
(-961.16, 207.04, 346.39, 708.17, 448.18, 384.34, 997.78),
(-873.07, -68.46, 23.09, -192.13, -264.71, 298.88, 174.05),
(-362.68, 851.79, 809.39, 647.17, -175.6, 123.05, -804.46),
(876.04, 283.51, -413.44, 400.6, -497.16, 569.81, -60.7)
